Sales Channel,OrderDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
In-Store,2020-03-25,2020-04-13,2020-04-19,5,43,12,47,7,0.20,1983.20,1189.92
In-Store,2020-03-25,2020-04-19,2020-04-20,3,50,110,37,1,0.05,207.70,114.24
In-Store,2020-03-26,2020-04-17,2020-04-26,7,18,293,1,8,0.08,6371.70,2803.55
In-Store,2020-03-26,2020-04-13,2020-04-22,6,41,310,6,5,0.05,1058.60,455.20
Online,2020-03-26,2020-04-13,2020-04-20,12,1,286,17,3,0.08,5085.30,2796.92
In-Store,2020-03-26,2020-04-08,2020-04-15,6,9,251,11,7,0.40,3912.80,1839.02
Online,2020-03-27,2020-04-11,2020-04-14,14,10,15,17,7,0.10,1078.70,571.71
Distributor,2020-03-27,2020-04-03,2020-04-13,25,25,72,20,8,0.20,1165.80,920.98
In-Store,2020-03-27,2020-04-01,2020-04-10,11,37,265,37,5,0.10,1963.10,863.76
Online,2020-03-27,2020-04-01,2020-04-11,14,1,37,7,3,0.20,844.20,616.27
In-Store,2020-03-27,2020-04-16,2020-04-23,7,41,106,11,4,0.15,5165.70,2737.82
In-Store,2020-03-27,2020-03-31,2020-04-02,2,25,72,10,2,0.15,2485.70,2063.13
Wholesale,2020-03-28,2020-04-07,2020-04-15,27,19,275,27,3,0.10,1045.20,846.61
Wholesale,2020-03-28,2020-04-09,2020-04-10,27,20,79,34,2,0.08,2358.40,1532.96
Distributor,2020-03-28,2020-04-18,2020-04-22,23,8,229,44,2,0.10,1252.90,751.74
Distributor,2020-03-28,2020-04-17,2020-04-26,21,18,149,4,3,0.05,1058.60,825.71
Distributor,2020-03-28,2020-04-20,2020-04-27,21,22,263,6,7,0.20,2391.90,1387.30
In-Store,2020-03-28,2020-04-10,2020-04-12,4,24,276,40,4,0.08,167.50,117.25
Distributor,2020-03-28,2020-04-04,2020-04-11,25,13,340,26,8,0.05,187.60,116.31
In-Store,2020-03-28,2020-04-16,2020-04-19,5,11,1,22,6,0.05,234.50,189.95
In-Store,2020-03-28,2020-04-12,2020-04-16,1,29,246,24,5,0.05,1829.10,1518.15
Distributor,2020-03-28,2020-04-12,2020-04-18,24,12,331,14,5,0.08,737.00,353.76
In-Store,2020-03-29,2020-04-14,2020-04-24,5,38,257,30,5,0.05,2231.10,1740.26
Wholesale,2020-03-29,2020-04-13,2020-04-19,28,26,104,11,2,0.20,2680.00,1608.00
Online,2020-03-29,2020-04-02,2020-04-08,18,25,106,22,6,0.10,4006.60,3125.15
In-Store,2020-03-29,2020-04-07,2020-04-13,6,13,346,45,6,0.10,1038.50,498.48
Distributor,2020-03-29,2020-04-15,2020-04-18,25,29,57,13,8,0.08,187.60,80.67
Distributor,2020-03-29,2020-04-20,2020-04-21,25,43,157,30,5,0.10,757.10,386.12
In-Store,2020-03-29,2020-04-13,2020-04-19,7,23,212,22,3,0.20,857.60,360.19
Online,2020-03-29,2020-04-02,2020-04-03,19,33,56,23,7,0.08,5768.70,4268.84
Distributor,2020-03-29,2020-04-04,2020-04-13,22,40,196,18,4,0.05,2291.40,1695.64
Online,2020-03-29,2020-04-24,2020-04-29,13,9,192,28,4,0.10,871.00,444.21
Wholesale,2020-03-29,2020-04-08,2020-04-18,26,36,311,6,2,0.40,3825.70,1836.34
Online,2020-03-29,2020-04-26,2020-05-01,19,22,342,4,6,0.40,6184.10,3339.41
In-Store,2020-03-29,2020-03-31,2020-04-10,2,1,252,5,3,0.08,2874.30,1667.09
In-Store,2020-03-30,2020-04-01,2020-04-08,7,6,303,4,2,0.05,1996.60,1197.96
Distributor,2020-03-30,2020-04-06,2020-04-10,25,22,326,40,7,0.08,2726.90,1636.14
In-Store,2020-03-30,2020-04-25,2020-05-02,3,49,76,28,3,0.08,917.90,468.13
In-Store,2020-03-30,2020-04-21,2020-04-22,4,32,334,36,2,0.05,1085.40,803.20
In-Store,2020-03-30,2020-04-08,2020-04-12,2,34,101,40,2,0.10,180.90,86.83
Online,2020-03-30,2020-04-18,2020-04-27,13,34,164,34,5,0.05,3564.40,1639.62
Online,2020-03-30,2020-04-20,2020-04-25,14,40,22,39,7,0.08,2479.00,1735.30
Distributor,2020-03-30,2020-04-18,2020-04-25,23,37,2,33,2,0.08,1132.30,600.12
Online,2020-03-30,2020-04-22,2020-04-27,18,3,96,15,4,0.08,2311.50,1502.48
In-Store,2020-03-30,2020-04-13,2020-04-23,12,43,336,31,2,0.30,4013.30,2207.32
In-Store,2020-03-31,2020-04-10,2020-04-19,4,27,232,8,5,0.08,1996.60,1217.93
Online,2020-03-31,2020-04-15,2020-04-18,18,42,231,30,5,0.05,1232.80,493.12
In-Store,2020-03-31,2020-04-20,2020-04-30,7,44,235,45,2,0.10,3155.70,1388.51
Online,2020-03-31,2020-04-26,2020-04-29,13,11,105,34,2,0.05,710.20,497.14
Online,2020-03-31,2020-04-05,2020-04-14,12,16,91,15,7,0.05,5058.50,3844.46
Online,2020-03-31,2020-04-17,2020-04-20,17,14,313,8,7,0.05,1206.00,747.72
In-Store,2020-03-31,2020-04-25,2020-05-03,3,25,367,23,1,0.20,194.30,149.61
In-Store,2020-04-01,2020-04-29,2020-04-30,1,34,131,43,4,0.05,1005.00,643.20
Distributor,2020-04-01,2020-04-23,2020-05-02,21,7,301,25,7,0.08,1058.60,624.57
Wholesale,2020-04-01,2020-04-18,2020-04-28,27,29,2,24,8,0.05,1943.00,1651.55
In-Store,2020-04-01,2020-04-04,2020-04-06,11,37,64,39,3,0.05,2525.90,1288.21
In-Store,2020-04-01,2020-04-03,2020-04-10,6,46,71,43,6,0.08,5735.20,3670.53
In-Store,2020-04-01,2020-04-03,2020-04-07,7,35,179,34,3,0.05,1058.60,793.95
Online,2020-04-01,2020-04-06,2020-04-11,13,5,271,27,8,0.40,1239.50,607.36
In-Store,2020-04-01,2020-04-27,2020-05-01,1,34,4,42,2,0.08,3631.40,1561.50
In-Store,2020-04-02,2020-04-05,2020-04-10,4,39,297,14,4,0.10,971.50,816.06
In-Store,2020-04-02,2020-04-26,2020-05-01,6,23,183,13,2,0.08,5266.20,4212.96
Online,2020-04-02,2020-04-16,2020-04-19,18,7,135,7,2,0.08,3919.50,2978.82
In-Store,2020-04-02,2020-04-22,2020-05-01,12,42,142,37,2,0.20,2398.60,1750.98
In-Store,2020-04-02,2020-04-18,2020-04-21,10,34,53,43,5,0.08,1078.70,862.96
In-Store,2020-04-02,2020-04-29,2020-05-04,12,41,132,32,2,0.05,3865.90,2860.77
Online,2020-04-02,2020-04-23,2020-04-25,15,1,161,23,3,0.08,3879.30,2599.13
Online,2020-04-02,2020-04-26,2020-05-05,16,29,172,20,3,0.20,1011.70,566.55
Distributor,2020-04-02,2020-04-09,2020-04-18,23,31,93,24,1,0.08,5688.30,2502.85
Distributor,2020-04-02,2020-04-07,2020-04-08,23,35,80,35,4,0.05,964.80,791.14
Online,2020-04-03,2020-04-07,2020-04-14,15,27,207,46,4,0.05,2901.10,2146.81
In-Store,2020-04-03,2020-04-20,2020-04-21,10,38,88,1,7,0.10,1145.70,492.65
Online,2020-04-03,2020-04-30,2020-05-05,16,7,279,30,6,0.08,924.60,656.47
Online,2020-04-03,2020-04-25,2020-05-04,16,14,188,40,2,0.10,6378.40,3508.12
Online,2020-04-03,2020-04-19,2020-04-21,14,37,182,16,3,0.10,1092.10,589.73
In-Store,2020-04-03,2020-04-16,2020-04-19,3,29,91,8,7,0.15,3470.60,1874.12
In-Store,2020-04-03,2020-04-11,2020-04-21,10,33,206,38,8,0.10,3939.60,2481.95
In-Store,2020-04-03,2020-04-05,2020-04-12,4,1,314,27,3,0.20,214.40,122.21
In-Store,2020-04-03,2020-04-20,2020-04-30,8,41,168,31,7,0.30,1956.40,1584.68
Online,2020-04-03,2020-04-29,2020-05-01,17,37,236,3,6,0.05,1105.50,784.91
Distributor,2020-04-03,2020-04-09,2020-04-18,25,8,290,41,8,0.08,1078.70,539.35
Distributor,2020-04-03,2020-04-26,2020-04-27,25,44,65,22,4,0.08,3986.50,1913.52
In-Store,2020-04-04,2020-05-02,2020-05-12,4,19,264,3,1,0.08,1018.40,814.72
Distributor,2020-04-04,2020-04-06,2020-04-10,23,42,156,40,4,0.20,1078.70,787.45
Distributor,2020-04-04,2020-04-12,2020-04-22,21,44,1,29,6,0.20,2291.40,1260.27
Online,2020-04-04,2020-04-14,2020-04-17,18,48,44,7,4,0.15,1132.30,611.44
Distributor,2020-04-04,2020-04-30,2020-05-08,25,39,156,23,4,0.05,1132.30,702.03
Online,2020-04-04,2020-04-23,2020-04-24,19,1,356,20,5,0.08,1025.10,563.81
In-Store,2020-04-04,2020-04-30,2020-05-09,11,22,234,34,5,0.05,2351.70,1599.16
Distributor,2020-04-04,2020-04-26,2020-05-04,22,6,244,32,7,0.05,3450.50,2070.30
Distributor,2020-04-04,2020-04-23,2020-04-27,23,47,248,27,5,0.05,2003.30,1121.85
In-Store,2020-04-04,2020-04-07,2020-04-08,5,43,288,14,1,0.05,2606.30,1068.58
In-Store,2020-04-04,2020-04-28,2020-05-03,7,12,266,41,5,0.05,1902.80,1427.10
In-Store,2020-04-04,2020-04-17,2020-04-27,8,5,17,5,2,0.05,2371.80,1565.39
In-Store,2020-04-05,2020-04-24,2020-04-26,6,12,315,2,4,0.05,3162.40,1865.82
Online,2020-04-05,2020-04-11,2020-04-12,16,24,198,44,8,0.10,221.10,161.40
Online,2020-04-05,2020-04-07,2020-04-10,15,45,306,5,5,0.15,1118.90,593.02
In-Store,2020-04-05,2020-04-15,2020-04-20,8,35,317,12,4,0.08,2626.40,1391.99
Wholesale,2020-04-05,2020-04-29,2020-05-02,27,40,77,9,5,0.10,750.40,547.79
In-Store,2020-04-05,2020-04-10,2020-04-13,8,49,114,1,8,0.15,1051.90,788.93
Distributor,2020-04-05,2020-04-28,2020-05-02,20,12,102,27,2,0.08,3999.90,2719.93
Distributor,2020-04-05,2020-04-29,2020-05-07,22,20,183,41,5,0.05,6110.40,3299.62
In-Store,2020-04-06,2020-04-12,2020-04-14,12,39,244,27,8,0.05,167.50,132.33
In-Store,2020-04-06,2020-04-28,2020-04-30,9,3,45,16,4,0.08,4006.60,3325.48
Distributor,2020-04-06,2020-04-10,2020-04-20,22,12,207,14,3,0.30,3966.40,2498.83
Online,2020-04-06,2020-04-14,2020-04-23,16,2,270,43,4,0.05,971.50,573.19
Online,2020-04-06,2020-05-03,2020-05-12,16,12,338,9,4,0.08,991.60,565.21
Online,2020-04-06,2020-04-20,2020-04-22,19,43,253,30,3,0.10,2646.50,1243.86
In-Store,2020-04-06,2020-04-23,2020-04-27,8,22,36,17,5,0.15,3718.50,2751.69
In-Store,2020-04-06,2020-04-20,2020-04-21,10,42,245,6,8,0.05,2278.00,1321.24
Online,2020-04-06,2020-04-09,2020-04-13,13,1,283,25,1,0.10,1708.50,1178.87
Online,2020-04-06,2020-04-09,2020-04-18,12,12,165,39,4,0.08,5902.70,4958.27
In-Store,2020-04-07,2020-04-30,2020-05-10,1,22,51,16,4,0.08,227.80,184.52
In-Store,2020-04-07,2020-04-27,2020-05-01,11,36,303,42,2,0.30,1902.80,1217.79
Distributor,2020-04-07,2020-04-23,2020-05-01,21,47,250,15,4,0.08,3966.40,2895.47
Online,2020-04-07,2020-04-09,2020-04-17,16,50,299,20,7,0.10,1085.40,716.36
Distributor,2020-04-07,2020-04-29,2020-05-07,21,41,3,42,1,0.20,1159.10,788.19
In-Store,2020-04-07,2020-05-03,2020-05-05,1,39,212,15,7,0.30,5226.00,4442.10
Online,2020-04-07,2020-04-14,2020-04-23,20,14,226,4,2,0.08,1849.20,1423.88
Online,2020-04-07,2020-04-23,2020-05-02,14,32,257,17,5,0.10,1989.90,895.46
In-Store,2020-04-07,2020-05-05,2020-05-09,4,10,193,31,5,0.05,3959.70,3167.76
Distributor,2020-04-07,2020-04-24,2020-04-29,20,4,278,23,7,0.10,221.10,172.46
In-Store,2020-04-07,2020-04-16,2020-04-17,5,23,46,14,5,0.05,3711.80,2524.02
Online,2020-04-07,2020-05-04,2020-05-14,13,10,103,38,1,0.05,3939.60,3348.66
In-Store,2020-04-07,2020-04-21,2020-04-23,4,24,268,21,4,0.20,180.90,133.87
In-Store,2020-04-08,2020-05-02,2020-05-07,7,30,210,7,1,0.15,1045.20,888.42
In-Store,2020-04-08,2020-04-30,2020-05-10,7,50,241,27,2,0.40,958.10,440.73
Online,2020-04-08,2020-04-25,2020-05-05,15,21,3,19,1,0.08,1112.20,778.54
Online,2020-04-09,2020-04-26,2020-04-27,12,26,301,25,4,0.10,1889.40,906.91
In-Store,2020-04-09,2020-04-12,2020-04-13,5,31,267,22,1,0.08,1112.20,745.17
Online,2020-04-09,2020-05-04,2020-05-08,17,37,56,11,6,0.15,268.00,203.68
Online,2020-04-09,2020-04-17,2020-04-24,16,5,323,38,1,0.40,3437.10,2199.74
In-Store,2020-04-09,2020-05-07,2020-05-10,5,47,135,17,7,0.15,1125.60,574.06
In-Store,2020-04-09,2020-04-27,2020-05-07,12,5,304,5,1,0.15,1078.70,722.73
Online,2020-04-10,2020-05-06,2020-05-07,17,14,317,3,6,0.10,268.00,176.88
Online,2020-04-10,2020-05-01,2020-05-11,18,41,351,12,4,0.05,2244.50,1122.25
In-Store,2020-04-10,2020-04-26,2020-05-01,4,9,281,22,8,0.08,2914.50,1690.41
In-Store,2020-04-10,2020-04-30,2020-05-09,12,28,5,30,1,0.08,3906.10,2538.97
In-Store,2020-04-10,2020-04-16,2020-04-25,9,32,159,13,2,0.30,1092.10,709.87
Online,2020-04-10,2020-04-28,2020-05-08,14,35,43,30,1,0.20,670.00,569.50
Distributor,2020-04-10,2020-04-16,2020-04-18,22,41,339,26,8,0.08,1246.20,660.49
In-Store,2020-04-10,2020-04-28,2020-04-29,6,2,313,45,4,0.10,3859.20,2817.22
In-Store,2020-04-10,2020-04-12,2020-04-15,1,16,82,39,5,0.08,3872.60,2865.72
Online,2020-04-10,2020-05-04,2020-05-13,12,33,33,29,7,0.08,857.60,488.83
Wholesale,2020-04-11,2020-04-23,2020-04-26,27,10,88,42,1,0.30,268.00,163.48
Distributor,2020-04-11,2020-04-14,2020-04-18,24,17,174,14,6,0.05,254.60,155.31
Distributor,2020-04-11,2020-04-27,2020-05-06,21,19,329,44,5,0.15,2479.00,1041.18
Online,2020-04-11,2020-04-15,2020-04-17,13,39,256,7,2,0.08,2211.00,1127.61
Online,2020-04-11,2020-05-04,2020-05-08,16,10,288,1,4,0.05,2412.00,1688.40
In-Store,2020-04-11,2020-04-20,2020-04-23,7,31,358,8,1,0.08,1855.90,1280.57
In-Store,2020-04-11,2020-04-16,2020-04-18,5,50,87,39,2,0.08,3819.00,2482.35
Online,2020-04-11,2020-04-23,2020-04-30,14,43,145,4,6,0.10,917.90,780.22
Online,2020-04-11,2020-05-04,2020-05-07,16,18,282,25,2,0.10,3778.80,1662.67
Wholesale,2020-04-12,2020-04-21,2020-04-30,28,3,16,37,4,0.15,3919.50,2665.26
Distributor,2020-04-12,2020-05-09,2020-05-19,24,5,88,36,6,0.08,1092.10,917.36
In-Store,2020-04-12,2020-04-29,2020-05-06,2,23,9,13,2,0.05,938.00,750.40
In-Store,2020-04-12,2020-05-02,2020-05-05,10,9,85,15,1,0.15,2244.50,1077.36
Online,2020-04-12,2020-05-04,2020-05-10,16,50,315,26,1,0.05,2338.30,1215.92
Online,2020-04-12,2020-04-25,2020-04-30,15,16,156,12,7,0.05,3899.40,2456.62
Wholesale,2020-04-12,2020-04-27,2020-04-28,28,45,303,30,1,0.08,1051.90,852.04
In-Store,2020-04-12,2020-04-15,2020-04-25,3,36,4,43,5,0.20,1072.00,600.32
Wholesale,2020-04-13,2020-04-28,2020-04-30,27,4,84,45,8,0.10,1768.80,955.15
Distributor,2020-04-13,2020-05-06,2020-05-14,21,14,157,32,4,0.15,180.90,144.72
Online,2020-04-13,2020-05-05,2020-05-07,17,36,260,32,7,0.20,241.20,161.60
Online,2020-04-13,2020-05-11,2020-05-14,20,20,342,6,1,0.08,1869.30,972.04
In-Store,2020-04-13,2020-04-30,2020-05-09,3,41,363,30,2,0.08,2921.20,2366.17
Distributor,2020-04-14,2020-04-18,2020-04-28,24,47,300,46,7,0.05,1795.60,1059.40
In-Store,2020-04-14,2020-04-16,2020-04-19,1,17,284,7,3,0.10,911.20,492.05
Online,2020-04-14,2020-04-25,2020-04-30,18,5,100,45,7,0.05,5601.20,2632.56
In-Store,2020-04-14,2020-05-07,2020-05-11,1,20,230,32,2,0.05,5313.10,3028.47
Wholesale,2020-04-14,2020-05-08,2020-05-16,28,18,69,30,4,0.20,991.60,773.45
Online,2020-04-14,2020-04-27,2020-04-30,19,42,23,4,8,0.05,2994.90,2126.38
In-Store,2020-04-14,2020-04-27,2020-04-30,9,25,166,32,8,0.05,2003.30,1201.98
In-Store,2020-04-14,2020-05-08,2020-05-11,2,32,69,10,3,0.05,1132.30,713.35
Distributor,2020-04-14,2020-05-01,2020-05-03,21,32,172,2,3,0.20,991.60,743.70
In-Store,2020-04-14,2020-04-21,2020-04-22,7,14,218,42,4,0.15,1018.40,549.94
Online,2020-04-14,2020-04-22,2020-05-02,19,30,366,15,2,0.08,690.10,496.87
In-Store,2020-04-15,2020-05-07,2020-05-13,5,14,148,14,8,0.10,1849.20,1275.95
In-Store,2020-04-15,2020-04-19,2020-04-28,11,6,190,46,1,0.08,2378.50,1902.80
Online,2020-04-15,2020-04-21,2020-04-25,19,47,222,42,6,0.08,3953.00,2767.10
Online,2020-04-15,2020-04-27,2020-05-05,19,32,271,12,8,0.30,1072.00,793.28
Distributor,2020-04-15,2020-05-12,2020-05-16,21,24,35,42,5,0.20,207.70,120.47
In-Store,2020-04-15,2020-04-27,2020-04-28,4,42,345,13,6,0.08,227.80,109.34
In-Store,2020-04-15,2020-05-11,2020-05-13,11,50,33,47,5,0.40,2365.10,1348.11
Online,2020-04-16,2020-04-22,2020-04-27,19,3,98,4,8,0.05,5118.80,2149.90
Online,2020-04-16,2020-04-29,2020-05-02,13,32,295,11,1,0.08,6344.90,3743.49
In-Store,2020-04-16,2020-05-06,2020-05-16,4,12,64,1,3,0.05,2566.10,1539.66
In-Store,2020-04-16,2020-05-11,2020-05-17,4,22,202,31,5,0.15,1735.30,1180.00
In-Store,2020-04-16,2020-05-03,2020-05-11,11,49,233,37,2,0.05,1132.30,634.09
Online,2020-04-17,2020-05-03,2020-05-04,18,16,252,22,5,0.08,221.10,145.93
Distributor,2020-04-17,2020-05-02,2020-05-03,24,6,299,30,3,0.08,1226.10,514.96
Online,2020-04-17,2020-05-15,2020-05-25,17,12,8,2,6,0.05,3926.20,3140.96
Online,2020-04-17,2020-05-14,2020-05-20,17,31,114,4,5,0.05,2532.60,1696.84
Online,2020-04-17,2020-05-08,2020-05-10,16,31,240,19,7,0.08,2003.30,901.49
Online,2020-04-17,2020-05-09,2020-05-12,19,40,69,26,4,0.10,1969.80,1654.63
Online,2020-04-17,2020-05-05,2020-05-10,14,32,120,25,1,0.10,247.90,193.36
Distributor,2020-04-17,2020-05-10,2020-05-11,23,12,138,9,7,0.10,1782.20,1514.87
In-Store,2020-04-18,2020-05-01,2020-05-04,7,30,280,27,3,0.10,3852.50,2234.45
Wholesale,2020-04-18,2020-05-12,2020-05-13,27,34,68,39,5,0.30,5721.80,4863.53
In-Store,2020-04-18,2020-05-04,2020-05-05,2,44,221,21,7,0.05,2452.20,1642.97
In-Store,2020-04-18,2020-05-05,2020-05-08,9,8,364,25,3,0.08,857.60,548.86
In-Store,2020-04-18,2020-05-15,2020-05-22,10,4,315,33,2,0.10,261.30,175.07
Wholesale,2020-04-18,2020-04-26,2020-05-02,26,39,127,14,5,0.05,5266.20,2791.09
Online,2020-04-18,2020-04-25,2020-04-28,12,5,21,41,1,0.05,5936.20,2849.38
Online,2020-04-18,2020-05-05,2020-05-06,14,5,31,1,4,0.10,3021.70,1843.24
In-Store,2020-04-18,2020-05-11,2020-05-14,11,35,167,4,6,0.20,1005.00,804.00
In-Store,2020-04-19,2020-05-11,2020-05-18,10,44,62,34,5,0.08,2472.30,1236.15
Online,2020-04-19,2020-05-14,2020-05-17,16,20,364,1,7,0.08,1031.80,495.26
In-Store,2020-04-19,2020-05-02,2020-05-12,5,40,116,20,3,0.20,1011.70,576.67
In-Store,2020-04-19,2020-05-13,2020-05-22,8,3,328,27,4,0.30,2217.70,1618.92
Wholesale,2020-04-19,2020-05-15,2020-05-21,26,27,259,20,5,0.08,1045.20,533.05
In-Store,2020-04-20,2020-04-27,2020-05-07,9,14,25,28,3,0.40,1313.20,945.50
Online,2020-04-20,2020-05-14,2020-05-17,19,40,100,44,3,0.08,3859.20,1813.82
Distributor,2020-04-20,2020-05-12,2020-05-22,25,22,263,29,6,0.10,6552.60,3866.03
In-Store,2020-04-20,2020-04-23,2020-05-02,10,35,142,44,8,0.05,1855.90,965.07
Distributor,2020-04-20,2020-05-17,2020-05-23,22,15,298,24,7,0.10,214.40,150.08
Online,2020-04-20,2020-04-26,2020-04-30,13,25,342,6,1,0.20,1051.90,673.22
In-Store,2020-04-20,2020-05-13,2020-05-18,2,16,118,24,6,0.20,1212.70,1006.54
In-Store,2020-04-20,2020-05-18,2020-05-20,8,15,33,4,4,0.08,3886.00,1748.70
Distributor,2020-04-20,2020-05-05,2020-05-13,24,46,144,39,3,0.15,5808.90,2555.92
Distributor,2020-04-21,2020-04-27,2020-05-03,23,28,128,4,7,0.15,194.30,126.30
Distributor,2020-04-21,2020-05-13,2020-05-21,23,31,308,3,7,0.10,1768.80,760.58
Wholesale,2020-04-21,2020-04-28,2020-05-07,28,14,178,12,8,0.10,3999.90,2159.95
Wholesale,2020-04-21,2020-05-04,2020-05-14,28,35,232,47,3,0.08,3242.80,2756.38
Wholesale,2020-04-21,2020-05-10,2020-05-14,26,20,229,38,6,0.15,2566.10,1796.27
Distributor,2020-04-22,2020-05-12,2020-05-19,25,40,103,21,5,0.15,1011.70,708.19
Online,2020-04-22,2020-04-26,2020-05-03,19,36,217,41,2,0.05,971.50,437.18
Online,2020-04-22,2020-05-05,2020-05-06,13,30,98,14,1,0.08,5179.10,2434.18
In-Store,2020-04-22,2020-04-30,2020-05-06,2,7,38,37,7,0.08,1045.20,742.09
In-Store,2020-04-22,2020-05-15,2020-05-21,7,24,342,6,4,0.05,5494.00,2747.00
Online,2020-04-22,2020-05-15,2020-05-23,19,19,228,8,8,0.08,221.10,161.40
Online,2020-04-22,2020-05-04,2020-05-12,13,38,174,24,3,0.40,3906.10,2421.78
In-Store,2020-04-22,2020-05-17,2020-05-27,7,25,303,46,1,0.08,241.20,130.25
In-Store,2020-04-23,2020-04-27,2020-05-06,6,7,361,17,2,0.10,1132.30,871.87
In-Store,2020-04-23,2020-04-25,2020-05-01,11,17,22,14,4,0.20,1139.00,933.98
Distributor,2020-04-23,2020-05-16,2020-05-18,25,12,231,42,4,0.20,6344.90,3616.59
Distributor,2020-04-23,2020-04-30,2020-05-04,22,15,84,41,5,0.05,971.50,680.05
Online,2020-04-23,2020-04-27,2020-05-05,16,11,160,33,1,0.10,3865.90,1585.02
Online,2020-04-23,2020-05-01,2020-05-09,20,47,357,19,4,0.08,268.00,184.92
Wholesale,2020-04-23,2020-05-17,2020-05-21,28,14,117,20,5,0.15,1051.90,599.58
Online,2020-04-23,2020-05-03,2020-05-13,16,48,38,45,7,0.10,1058.60,561.06
In-Store,2020-04-23,2020-05-19,2020-05-21,2,12,83,37,2,0.05,1025.10,584.31
Online,2020-04-23,2020-05-17,2020-05-23,20,3,225,17,7,0.08,241.20,115.78
Online,2020-04-23,2020-05-16,2020-05-25,17,29,227,7,1,0.08,5212.60,2814.80
In-Store,2020-04-23,2020-05-13,2020-05-20,1,17,292,14,5,0.08,1943.00,952.07
In-Store,2020-04-23,2020-04-25,2020-05-03,3,24,230,24,5,0.08,5822.30,4599.62
Online,2020-04-23,2020-04-27,2020-04-29,16,24,84,17,8,0.08,696.80,383.24
In-Store,2020-04-24,2020-05-02,2020-05-08,10,3,218,47,7,0.05,3993.20,2076.46
In-Store,2020-04-24,2020-05-06,2020-05-13,1,40,244,20,8,0.30,5956.30,3216.40
Online,2020-04-24,2020-05-16,2020-05-25,19,32,323,11,2,0.20,2505.80,1904.41
Online,2020-04-24,2020-05-02,2020-05-03,17,34,52,1,4,0.10,3463.90,2909.68
In-Store,2020-04-24,2020-05-15,2020-05-22,9,34,29,33,2,0.08,5835.70,2917.85
In-Store,2020-04-24,2020-05-16,2020-05-25,3,27,285,25,8,0.05,2211.00,950.73
Online,2020-04-24,2020-05-07,2020-05-09,16,44,35,23,1,0.20,3691.70,2990.28
Online,2020-04-25,2020-04-30,2020-05-09,20,36,33,29,6,0.08,3819.00,2902.44
Distributor,2020-04-25,2020-05-20,2020-05-26,24,28,251,44,4,0.05,1889.40,1322.58
In-Store,2020-04-25,2020-05-11,2020-05-16,4,11,317,40,3,0.10,2211.00,1238.16
Distributor,2020-04-25,2020-05-18,2020-05-22,24,6,143,34,7,0.10,1259.60,831.34
In-Store,2020-04-25,2020-05-10,2020-05-12,1,22,291,31,5,0.05,268.00,147.40
Online,2020-04-25,2020-05-05,2020-05-11,17,21,22,41,6,0.30,3892.70,2452.40
Wholesale,2020-04-25,2020-04-30,2020-05-03,27,37,193,10,1,0.05,3986.50,2710.82
Online,2020-04-25,2020-05-04,2020-05-09,15,24,101,19,1,0.08,1681.70,1109.92
Distributor,2020-04-25,2020-05-09,2020-05-17,24,49,288,25,3,0.05,1112.20,567.22
Distributor,2020-04-25,2020-05-23,2020-05-25,24,12,155,37,4,0.10,2539.30,1498.19
Online,2020-04-25,2020-05-01,2020-05-10,12,14,252,3,3,0.20,1829.10,951.13
Online,2020-04-26,2020-05-21,2020-05-26,16,6,107,15,7,0.08,5594.50,4083.99
Online,2020-04-26,2020-05-17,2020-05-22,18,21,178,30,5,0.10,174.20,130.65
In-Store,2020-04-26,2020-05-18,2020-05-27,6,3,114,4,2,0.05,5688.30,2673.50
Distributor,2020-04-26,2020-05-03,2020-05-09,21,37,107,24,8,0.05,1748.70,944.30
Wholesale,2020-04-26,2020-04-30,2020-05-10,28,12,335,11,5,0.20,1795.60,772.11
Online,2020-04-26,2020-04-30,2020-05-08,15,37,199,28,2,0.05,1051.90,694.25
In-Store,2020-04-26,2020-05-15,2020-05-20,6,10,221,23,1,0.40,194.30,106.87
Distributor,2020-04-26,2020-05-06,2020-05-08,24,11,98,34,1,0.08,1721.90,843.73
Online,2020-04-27,2020-05-08,2020-05-16,13,17,251,28,8,0.10,944.70,472.35
Wholesale,2020-04-27,2020-05-17,2020-05-23,27,4,147,37,4,0.10,1112.20,800.78
Online,2020-04-27,2020-05-14,2020-05-18,18,31,288,21,1,0.20,3035.10,1699.66
In-Store,2020-04-27,2020-04-30,2020-05-10,10,46,262,29,4,0.08,3229.40,1453.23
Distributor,2020-04-27,2020-05-22,2020-05-29,23,34,220,34,5,0.15,3865.90,3092.72
Online,2020-04-27,2020-05-20,2020-05-26,17,5,45,2,8,0.08,931.30,754.35
Distributor,2020-04-27,2020-05-03,2020-05-09,21,29,171,42,1,0.10,1212.70,812.51
In-Store,2020-04-27,2020-05-25,2020-05-29,10,6,138,36,2,0.15,5695.00,2676.65
In-Store,2020-04-27,2020-05-19,2020-05-27,7,7,277,4,2,0.10,3926.20,2748.34
In-Store,2020-04-28,2020-05-08,2020-05-09,10,40,178,38,2,0.05,1172.50,492.45
Distributor,2020-04-28,2020-05-02,2020-05-08,21,24,52,9,4,0.10,998.30,808.62
Distributor,2020-04-28,2020-05-01,2020-05-10,24,30,119,19,3,0.10,2311.50,1086.41
